;question;answer
57;[<p>Среднеквадратичная скорость молекул газа равна 500 м/с. Какой объем займет газ массой 1 кг при атмосферном давлении?</p>, <p><em>Задача №4.1.58 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon_{кв}=500\) м/с, \(m=1\) кг, \(p=100\) кПа, \(V-?\)</p>, <p>Основное уравнение молекулярно-кинетической теории (МКТ) идеального газа выглядит так:</p>, <p>\[p = \frac{1}{3}n{m_0}\upsilon _{кв}^2\]</p>, <p>Распишем в этой формуле концентрацию \(n\) как отношение числа молекул газа \(N\) к объему \(V\):</p>, <p>\[p = \frac{1}{3}\frac{N}{V}{m_0}\upsilon _{кв}^2\]</p>, <p>Внимательный учащийся заметит, что произведение массы одной молекулы \(m_0\) на число молекул \(N\) есть масса всего газа \(m\):</p>, <p>\[p = \frac{1}{3}\frac{m}{V}\upsilon _{кв}^2\]</p>, <p>Осталось только выразить объем \(V\):</p>, <p>\[V = \frac{{m\upsilon _{кв}^2}}{{3p}}\]</p>, <p>Все данные задачи приведены в системе СИ, поэтому можно сразу считать ответ:</p>, <p>\[V = \frac{{1 \cdot {{500}^2}}}{{3 \cdot 100 \cdot {{10}^3}}} = 0,833\;м^3 = 833\;л\]</p>]"
58;[<p>Оценить минимальное расстояние между центрами соседних атомов железа, считая его кристаллическую решетку кубической.</p>, <p><em>Задача №4.1.59 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-6299 size-medium"" height=""178"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi-300x178.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi-300x178.png 300w, http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi-150x89.png 150w, http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi-1024x609.png 1024w, http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi.png 1476w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""178"" itemprop=""height""/></meta></span></a>Рассмотрим кусок железа некоторой произвольной массы \(m\). Объем этого куска определить очень просто, достаточно поделить массу \(m\) на плотность железа \(\rho\):</p>, <p>\[V = \frac{m}{\rho }\;\;\;\;(1)\]</p>, <p>Плотность железа \(\rho\) равна 7800 кг/м<sup>3</sup>.</p>, <p>В этой массе железа содержит какое-то число атомов железа \(N\), которое можно определить по формуле:</p>, <p>\[N = \nu {N_А}\]</p>, <p>Здесь \(\nu\) – количество вещества, а \(N_А\) – число Авогадро, равное 6,023·10<sup>23</sup> 1/моль.</p>, <p>Количество вещества \(\nu\) определяют так:</p>, <p>\[\nu  = \frac{m}{M}\]</p>, <p>Молярная масса железа \(M\) равна 0,056 кг/моль.</p>, <p>Таким образом, число атомов железа \(N\) определяется по такой формуле:</p>, <p>\[N = \frac{m}{M}{N_А}\;\;\;\;(2)\]</p>, <p>Если поделить объем железа \(V\) на число атомов железа \(N\), то получим некий объем \(V_0\). Неверно полагать, что это объем атома железа! На самом деле это куб, в который вписан атом железа (смотрите схему)!</p>, <p>\[{V_0} = \frac{V}{N}\]</p>, <p>Подставим в эту формулу выражения (1) и (2), тогда:</p>, <p>\[{V_0} = \frac{{mM}}{{\rho m{N_А}}} = \frac{M}{{\rho {N_А}}}\]</p>, <p>На схеме видно, что расстояние между соседними атомами железа \(l\) равно двум радиусам атома железа (или одному диаметру). А диаметр атома железа равен длине ребра куба \(d\) с объемом \(V_0\), в который вписан атом железа. Поэтому искомое расстояние \(l\) равно:</p>, <p>\[{V_0} = {d^3}\]</p>, <p>\[d = \sqrt[3]{{{V_0}}}\]</p>, <p>\[d = \sqrt[3]{{\frac{M}{{\rho {N_А}}}}}\]</p>, <p>Так как \(l=d\), то в итоге имеем:</p>, <p>\[l = \sqrt[3]{{\frac{M}{{\rho {N_А}}}}}\]</p>, <p>Посчитаем ответ:</p>, <p>\[l = \sqrt[3]{{\frac{{0,056}}{{7800 \cdot 6,023 \cdot {{10}^{23}}}}}} = 2,28 \cdot {10^{ – 10}}\;м \approx 230\;пм\]</p>]"
59;[<p>Какое время понадобится для того, чтобы на поверхность стекла нанести слой серебра толщиной 5 мкм, используя для этого атомарный пучок, в котором атомы серебра, имеющие концентрацию 10<sup>18</sup> м<sup>-3</sup>, движутся со скоростью 390 м/с?</p>, <p><em>Задача №4.1.60 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(d=5\) мкм, \(n=10^{18}\) м<sup>-3</sup>, \(\upsilon=390\) м/с, \(t-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi-1.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-6306 size-medium"" height=""222"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi-1-300x222.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi-1-300x222.png 300w, http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi-1-150x111.png 150w, http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi-1-1024x756.png 1024w, http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi-1.png 1548w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""222"" itemprop=""height""/></meta></span></a>Выделим поверхность стекла некоторой произвольной площади \(S\). Для начала определим какое количество атомов серебра \(N\) необходимо, чтобы сформировать слой толщиной \(d\). Количество атомов \(N\) определим таким образом:</p>, <p>\[N = \nu {N_А}\]</p>, <p>Здесь \(\nu\) – количество вещества, \(N_А\) – число Авогадро, равное 6,023·10<sup>23</sup> моль<sup>-1</sup>. Количество вещества \(\nu\) определим по формуле:</p>, <p>\[\nu  = \frac{m}{M}\]</p>, <p>Молярная масса серебра \(M\) равна 0,109 кг/моль. Массу серебра \(m\) определим через плотность серебра \(\rho\) и объем, равный произведению \(Sd\).</p>, <p>\[m = \rho Sd\]</p>, <p>Плотность серебра \(\rho\) равна 10500 кг/м<sup>3</sup>. В итоге вы должны получить такую формулу:</p>, <p>\[N = \frac{{\rho Sd{N_А}}}{M}\;\;\;\;(1)\]</p>, <p>Теперь нужно понять такой факт. За время \(t\) на стекло попадёт такое число атомов \(N\), которое входит в объем \(V\), определяемый формулой (смотрите рисунок):</p>, <p>\[V = S\upsilon t\]</p>, <p>\[N = nV = nS\upsilon t\;\;\;\;(2)\]</p>, <p>Приравняем (1) и (2):</p>, <p>\[\frac{{\rho Sd{N_А}}}{M} = nS\upsilon t\]</p>, <p>\[t = \frac{{\rho d{N_А}}}{{Mn\upsilon }}\]</p>, <p>Переведем толщину слоя серебра \(d\) в систему СИ и посчитаем ответ:</p>, <p>\[5\;мкм = 5 \cdot {10^{ – 6}}\;м\]</p>, <p>\[t = \frac{{10500 \cdot 5 \cdot {{10}^{ – 6}} \cdot 6,023 \cdot {{10}^{23}}}}{{0,109 \cdot {{10}^{18}} \cdot 390}} = 743,8\;с \approx 12,4\;мин\]</p>]"
60;[<p>Концентрация молекул кислорода (\(M=32\) г/моль) в сосуде вместимостью 5 л равна 9,41·10<sup>23</sup> м<sup>-3</sup>. Чему равна масса газа в сосуде?</p>, <p><em>Задача №4.1.61 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(M=32\) г/моль, \(V=5\) л, \(n=9,41 \cdot 10^{23}\) м<sup>-3</sup>, \(m-?\)</p>, <p>Концентрацию молекул \(n\) находят как отношение числа молекул \(N\) к объему \(V\):</p>, <p>\[n = \frac{N}{V}\]</p>, <p>Число молекул \(N\) всегда определяют как произведение количества вещества \(\nu\) на число Авогадро \(N_А\) (оно равно 6,023·10<sup>23</sup> моль<sup>-1</sup>):</p>, <p>\[N = \nu {N_А}\]</p>, <p>Количества вещества \(\nu\) находят по формуле:</p>, <p>\[\nu  = \frac{m}{M}\]</p>, <p>Здесь \(M\) – молярная масса кислорода. В итоге после всех подстановок мы должны получить следующее:</p>, <p>\[n = \frac{{m{N_А}}}{{MV}}\]</p>, <p>Выразим искомую массу \(m\):</p>, <p>\[m = \frac{{nMV}}{{{N_А}}}\]</p>, <p>Переведем молярную массу \(M\) и объем \(V\) в систему СИ:</p>, <p>\[32\;г/моль = 0,032\;кг/моль\]</p>, <p>\[5\;л = 0,005\;м^3\]</p>, <p>Произведем вычисления:</p>, <p>\[m = \frac{{9,41 \cdot {{10}^{23}} \cdot 0,032 \cdot 0,005}}{{6,023 \cdot {{10}^{23}}}} = 0,00025\;кг = 0,25\;г\]</p>, <p> </p>]"
61;[<p>Если \(m_0\) – масса одной молекулы газа, \(N\) – общее число молекул газа, а \(N_А\) – число Авогадро, то какая формула позволяет правильно рассчитать молярную массу газа?</p>, <p><em>Задача №4.1.62 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];[<p>\(m_0\), \(N\), \(N_А\), \(M-?\)</p>, <p>Количества вещества \(\nu\) можно определять по двум следующим формулам:</p>, <p>\[\left\{ \begin{gathered}<br/> \nu = \frac{m}{M} \hfill \\<br/> \nu = \frac{N}{{{N_А}}} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Массу газа \(m\) можно найти как произведение массы одной молекулы \(m_0\) на число молекул \(N\). С учетом этого изменим первую формулу в системе и получим:</p>, <p>\[\left\{ \begin{gathered}<br/> \nu = \frac{{{m_0}N}}{M} \hfill \\<br/> \nu = \frac{N}{{{N_А}}} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Тогда:</p>, <p>\[\frac{{{m_0}N}}{M} = \frac{N}{{{N_А}}}\]</p>, <p>\[\frac{{{m_0}}}{M} = \frac{1}{{{N_А}}}\]</p>, <p>\[M = {m_0}{N_А}\]</p>]
62;[<p>Если \(m\) – масса газа, \(M\) – молярная масса газа, а \(N_А\) – число Авогадро, то по какой формуле можно правильно рассчитать число молекул в данной массе газа?</p>, <p><em>Задача №4.1.63 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];[<p>\(m\), \(M\), \(N_А\), \(N-?\)</p>, <p>Число молекул \(N\) равно произведению количества вещества \(\nu\) на число Авогадро \(N_А\):</p>, <p>\[N = \nu {N_А}\]</p>, <p>Количество вещества \(\nu\) равно отношению массы газа \(m\) на молярную массу газа \(M\):</p>, <p>\[\nu  = \frac{m}{M}\]</p>, <p>В итоге получим такую формулу:</p>, <p>\[N = \frac{m}{M}{N_А}\]</p>]
63;[<p>Какое количество вещества содержится в алюминиевой ложке массы 27 г? Относительная атомная масса алюминия равна 27.</p>, <p><em>Задача №4.1.64 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(m=27\) г, \(M_r=27\), \(\nu-?\)</p>, <p>Относительная атомная масса \(M_r\) – это отношение массы данного атома к 1/12 массе атома углерода. Запишем это определение для алюминия в виде формулы:</p>, <p>\[{M_r} = \frac{{{m_{Al}}}}{{\frac{1}{{12}}{m_C}}}\]</p>, <p>Если массу одного атома умножить на число Авогадро \(N_А\) (т.е. на количество молекул, которое содержится в 1 моль вещества), то мы получим молярную массу вещества. Поэтому умножим и числитель, и знаменатель полученной дроби на \(N_А\):</p>, <p>\[{M_r} = \frac{{{m_{Al}} \cdot {N_А}}}{{\frac{1}{{12}}{m_C} \cdot {N_А}}} = \frac{{{M_{Al}}}}{{\frac{1}{{12}}{M_C}}}\]</p>, <p>Здесь \(M_C\) – молярная масса углерода, равная 0,012 кг/моль.</p>, <p>Тогда молярную массу алюминия можно найти по формуле:</p>, <p>\[{M_{Al}} = \frac{1}{{12}}{M_r}{M_C}\]</p>, <p>Количество вещества в алюминиевой ложке найдем как отношение массы ложки \(m\) к молярной массе алюминия \(M_{Al}\):</p>, <p>\[\nu  = \frac{m}{{{M_{Al}}}}\]</p>, <p>В итоге получим:</p>, <p>\[\nu  = \frac{m}{{\frac{1}{{12}}{M_r}{M_C}}}\]</p>, <p>\[\nu  = \frac{{12m}}{{{M_r}{M_C}}}\]</p>, <p>Переведем массу ложки в систему СИ:</p>, <p>\[27\;г = 0,027\;кг\]</p>, <p>Посчитаем ответ:</p>, <p>\[\nu  = \frac{{12 \cdot 0,027}}{{27 \cdot 0,012}} = 1\;моль\]</p>]"
64;[<p>Чему равно среднее расстояние между молекулами насыщенного водяного пара при температуре 100° C?</p>, <p><em>Задача №4.1.65 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(t=100^\circ\) C, \(l-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi-2.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-6334 size-medium"" height=""295"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi-2-300x295.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi-2-300x295.png 300w, http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi-2-150x147.png 150w, http://easyfizika.ru/wp-content/uploads/2017/02/Shema-k-resheniyu-zadachi-2.png 874w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""295"" itemprop=""height""/></meta></span></a>Рассмотрим водяной пар в некотором произвольном количестве, равном \(\nu\) моль. Чтобы определить объем \(V\), занимаемый данным количеством водяного пара, нужно воспользоваться уравнением Клапейрона-Менделеева:</p>, <p>\[pV = \nu RT\]</p>, <p>\[V = \frac{{\nu RT}}{p}\]</p>, <p>В этой формуле \(R\) – универсальная газовая постоянная, равная 8,31 Дж/(моль·К). Давление насыщенного водяного пара \(p\) при температуре 100° C  равно 100 кПа, это известный факт, и его должен знать каждый учащийся.</p>, <p>Чтобы определить количество молекул водяного пара \(N\), воспользуемся следующей формулой:</p>, <p>\[N = \nu {N_А}\]</p>, <p>Здесь \(N_А\) – число Авогадро, равное 6,023·10<sup>23</sup> 1/моль.</p>, <p>Тогда на каждую молекулу приходится куб объема \(V_0\), очевидно определяемый по формуле:</p>, <p>\[{V_0} = \frac{V}{N}\]</p>, <p>\[{V_0} = \frac{{\nu RT}}{{p\nu {N_А}}} = \frac{{RT}}{{p{N_А}}}\]</p>, <p>Теперь посмотрите на схему к задаче. Каждая молекула условно находится в своем кубе, расстояние между двумя молекулами может меняться от 0 до \(2d\), где \(d\) – длина ребра куба. Среднее же расстояние \(l\) будет равно длине ребра куба \(d\):</p>, <p>\[l = d\]</p>, <p>Длину ребра \(d\) можно найти так:</p>, <p>\[d = \sqrt[3]{{{V_0}}}\]</p>, <p>В итоге получим такую формулу:</p>, <p>\[l = \sqrt[3]{{\frac{{RT}}{{p{N_А}}}}}\]</p>, <p>Переведем температуру в шкалу Кельвина и посчитаем ответ:</p>, <p>\[100^\circ\;C  = 373\;К\]</p>, <p>\[l = \sqrt[3]{{\frac{{8,31 \cdot 373}}{{100 \cdot {{10}^3} \cdot 6,023 \cdot {{10}^{23}}}}}} = 3,72 \cdot {10^{ – 9}}\;м = 3,72\;нм\]</p>]"
65;[<p>Молекула двухатомного газа содержит 16 протонов и 16 нейтронов. Чем равна плотность этого газа, если в 1 см<sup>3</sup> находятся 2,7·10<sup>19</sup> молекул?</p>, <p><em>Задача №4.1.66 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(N_p=16\), \(N_n=16\), \(V=1\) см<sup>3</sup>, \(N=2,7 \cdot 10^{19}\), \(\rho-?\)</p>, <p>Плотность газа \(\rho\) находят как отношение массы газа \(m\) к его объему \(V\):</p>, <p>\[\rho  = \frac{m}{V}\]</p>, <p>Массу газа \(m\) найдём через произведение массы одной молекулы \(m_0\) на число молекул \(N\), то есть:</p>, <p>\[m = {m_0}N\]</p>, <p>Молекула состоит из атомов, которые в свою очередь состоят из электронов и ядра. Ядро образовано из протонов и нейтронов. Чтобы молекула была электрически нейтральной, число электронов \(N_e\) равно числу протонов \(N_p\).</p>, <p>\[{N_e} = {N_p}\]</p>, <p>Так как массы протона, нейтрона и электрона – это табличные величины, то найти массу одной молекулы можно по следующей формуле (учитывая, что \({N_e} = {N_p}\)):</p>, <p>\[{m_0} = {m_p}{N_p} + {m_n}{N_n} + {m_e}{N_p}\]</p>, <p>В итоге мы получим такую формулу:</p>, <p>\[\rho  = \frac{{\left( {{m_p}{N_p} + {m_n}{N_n} + {m_e}{N_p}} \right)N}}{V}\]</p>, <p>Масса протона \(m_p\) равна 1,672·10<sup>-27</sup> кг, масса нейтрона \(m_n\) равна 1,675·10<sup>-27</sup> кг, масса электрона \(m_e\) равна 9,1·10<sup>-31</sup> кг. Переведем объем в систему СИ и произведем вычисления:</p>, <p>\[1\;см^{3} = {10^{ – 6}}\;м^{3}\]</p>, <p>\[\rho  = \frac{{\left( {1,672 \cdot {{10}^{ – 27}} \cdot 16 + 1,675 \cdot {{10}^{ – 27}} \cdot 16 + 9,1 \cdot {{10}^{ – 31}} \cdot 16} \right) \cdot 2,7 \cdot {{10}^{19}}}}{{{{10}^{ – 6}}}} = 1,45\;кг/м^3\]</p>, <p>Вообще, поскольку масса электрона в 1835 раз меньше массы протона (или нейтрона), то можно было пренебречь суммарной массой электронов, так как она не влияет на результат расчета.</p>]"
66;[<p>В сосуде вместимостью 4 м<sup>3</sup> находится 4,8 кг идеального газа. Средняя квадратичная скорость молекул этого газа равна 500 м/с. Под каким давлением находится газ?</p>, <p><em>Задача №4.1.67 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(V=4\) м<sup>3</sup>, \(m=4,8\) кг, \(\upsilon_{кв}=500\) м/с, \(p-?\)</p>, <p>Запишем основное уравнение молекулярно-кинетической теории (МКТ) идеального газа:</p>, <p>\[p = \frac{1}{3}n{m_0}\upsilon _{кв}^2\;\;\;\;(1)\]</p>, <p>Концентрацию молекул газа \(n\) находят как отношение числа молекул газа \(N\) к объему газа \(V\):</p>, <p>\[n = \frac{N}{V}\]</p>, <p>Тогда уравнение (1) примет вид:</p>, <p>\[p = \frac{1}{3}\frac{{{m_0}N}}{V}\upsilon _{кв}^2\]</p>, <p>Произведение массы одной молекулы \(m_0\) на число молекул \(N\) равно массе газа \(m\):</p>, <p>\[p = \frac{1}{3}\frac{m}{V}\upsilon _{кв}^2\]</p>, <p>Все величины, входящие в формулу известны, посчитаем ответ:</p>, <p>\[p = \frac{1}{3} \cdot \frac{{4,8}}{4}{500^2} = 100000\;Па = 100\;кПа\]</p>]"
67;[<p>В сосуде под давлением 10<sup>5</sup> Па плотность идеального газа составляет 1,2 кг/м<sup>3</sup>. Чему равна средняя квадратичная скорость молекул этого газа?</p>, <p><em>Задача №4.1.68 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(p=10^5\) Па, \(\rho=1,2\) кг/м<sup>3</sup>, \(\upsilon_{кв}-?\)</p>, <p>Для начала запишем основное уравнение молекулярно-кинетической теории (МКТ) идеального газа:</p>, <p>\[p = \frac{1}{3}n{m_0}\upsilon _{кв}^2\;\;\;\;(1)\]</p>, <p>Концентрацию молекул газа \(n\) находят как отношение числа молекул газа \(N\) к объему газа \(V\), с учетом этого уравнение (1) примет вид:</p>, <p> </p>, <p>\[p = \frac{1}{3}\frac{{{m_0}N}}{V}\upsilon _{кв}^2\]</p>, <p>Произведение массы одной молекулы \(m_0\) на число молекул \(N\) равно массе газа \(m\), тогда:</p>, <p>\[p = \frac{1}{3}\frac{m}{V}\upsilon _{кв}^2\]</p>, <p>Отношение массы газа \(m\) к объему \(V\) равно плотности газа \(\rho\), поэтому:</p>, <p>\[p = \frac{1}{3}\rho \upsilon _{кв}^2\]</p>, <p>Выразим из этого равенства искомую среднюю квадратичную скорость \(\upsilon_{кв}\):</p>, <p>\[{\upsilon _{кв}} = \sqrt {\frac{{3p}}{\rho }} \]</p>, <p>Численное значение скорости \(\upsilon_{кв}\) равно:</p>, <p>\[{\upsilon _{кв}} = \sqrt {\frac{{3 \cdot {{10}^5}}}{{1,2}}} = \sqrt {\frac{{3 \cdot {{10}^5}}}{{12 \cdot {{10}^{ – 1}}}}} = \sqrt {\frac{{{{10}^6}}}{4}} = 500\;м/с\]</p>]"
68;[<p>Если температура идеального газа уменьшится в 4 раза, то во сколько раз изменится средняя кинетическая энергия поступательного движения молекул этого газа?</p>, <p><em>Задача №4.1.69 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];[<p>\(T_2=\frac{T_1}{4}\), \(\frac{E_{к1}}{E_{к2}}-?\)</p>, <p>Среднюю кинетическую энергию поступательного движения молекул газа \(E_{к}\) определяют по формуле:</p>, <p>\[{E_к} = \frac{3}{2}kT\]</p>, <p>Видно, что эта энергия зависит линейно от температуры, значит вначале температура была выше. Искомое отношение энергий \(\frac{E_{к1}}{E_{к2}}\) равно:</p>, <p>\[\frac{{{E_{к1}}}}{{{E_{к2}}}} = \frac{{\frac{3}{2}k{T_1}}}{{\frac{3}{2}k{T_2}}}\]</p>, <p>\[\frac{{{E_{к1}}}}{{{E_{к2}}}} = \frac{{{T_1}}}{{{T_2}}}\]</p>, <p>По условию \(T_2=\frac{T_1}{4}\), поэтому:</p>, <p>\[\frac{{{E_{к1}}}}{{{E_{к2}}}} = \frac{{4{T_1}}}{{{T_1}}} = 4\]</p>]
69;[<p>По какой формуле можно рассчитать давление газа через его температуру \(T\) и концентрацию молекул \(n\)?</p>, <p><em>Задача №4.1.70 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];[<p>\(T\), \(n\), \(p-?\)</p>, <p>В молекулярно-кинетической теории идеального газа выводится формула связи давления идеального газа \(p\) с концентрацией молекул \(n\) и абсолютной температурой \(T\). Она выглядит так:</p>, <p>\[p = nkT\]</p>]
70;[<p>Если \(M\) – молярная масса, \(m_0\) – масса молекулы, а \(\upsilon_{кв}^2\) – средний квадрат скорости молекул идеального газа, имеющего температуру \(T\) и давление \(p\), то концентрация молекул этого газа может быть вычислена по формуле.</p>, <p><em>Задача №4.1.71 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];[<p>\(M\), \(m_0\), \(\upsilon_{кв}^2\), \(T\), \(p\), \(n-?\)</p>, <p>Запишем основное уравнение молекулярно-кинетической теории (МКТ) идеального газа:</p>, <p>\[p = \frac{1}{3}n{m_0}\upsilon _{кв}^2\]</p>, <p>Выразим искомую концентрацию молекул \(n\):</p>, <p>\[n = \frac{{3p}}{{{m_0}\upsilon _{кв}^2}}\]</p>, <p>По этой формуле можно найти концентрацию молекул газа, но существует ещё одна формула. Чтобы её вывести, запишем формулу связи давления идеального газа \(p\) с концентрацией молекул \(n\) и абсолютной температурой \(T\):</p>, <p>\[p = nkT\]</p>, <p>Также выразим концентрацию \(n\):</p>, <p>\[n = \frac{p}{{kT}}\]</p>, <p>Так мы получили вторую формулу (в этой формуле \(k\) – постоянная Больцмана).</p>]
71;[<p>В 1 см<sup>3</sup> объема при давлении 20 кПа находятся 5·10<sup>19</sup> атомов гелия (молярная масса гелия \(M=0,004\) кг/моль). Чему равна средняя квадратичная скорость атомов гелия при этих условиях?</p>, <p><em>Задача №4.1.72 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(V=1\) см<sup>3</sup>, \(p=20\) кПа, \(N=5 \cdot 10^{19}\), \(M=0,004\) кг/моль, \(\upsilon_{кв}-?\)</p>, <p>Запишем основное уравнение МКТ:</p>, <p>\[p = \frac{1}{3}n{m_0}\upsilon _{кв}^2\;\;\;\;(1)\]</p>, <p>В это уравнении на неизвестны две величины: масса одной молекулы \(m_0\) и концентрация молекул \(n\). Первую можно найти, если молярную массу \(M\) поделить на число Авогадро \(N_А\) (оно равно 6,023·10<sup>23</sup> моль<sup>-1</sup>):</p>, <p>\[{m_0} = \frac{M}{{{N_А}}}\;\;\;\;(2)\]</p>, <p>Концентрацию найдем как отношение числа молекул \(N\) к объему газа \(V\):</p>, <p>\[n = \frac{N}{V}\;\;\;\;(3)\]</p>, <p>Подставим выражения (2) и (3) в формулу (1), тогда получим:</p>, <p>\[p = \frac{{NM}}{{3V{N_А}}}\upsilon _{кв}^2\]</p>, <p>Откуда средняя квадратичная скорость \(\upsilon_{кв}\) равна:</p>, <p>\[{\upsilon _{кв}} = \sqrt {\frac{{3pV{N_А}}}{{NM}}} \]</p>, <p>Переведем объем \(V\) в систему СИ:</p>, <p>\[1\;см^3 = {10^{ – 6}}\;м^3\]</p>, <p>Произведем вычисление ответа:</p>, <p>\[{\upsilon _{кв}} = \sqrt {\frac{{3 \cdot 20 \cdot {{10}^3} \cdot {{10}^{ – 6}} \cdot 6,023 \cdot {{10}^{23}}}}{{5 \cdot {{10}^{19}} \cdot 0,004}}}  = 425\;м/с\]</p>]"
72;[<p>Если температура идеального газа возрастает в 2 раза, то как изменяется среднеквадратичная скорость молекул?</p>, <p><em>Задача №4.1.73 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];[<p>\(T_2=2T_1\), \(\frac{\upsilon_{кв2}}{\upsilon_{кв1}}-?\)</p>, <p>Среднеквадратичную скорость молекул идеального газа \(\upsilon_{кв}\) можно определить по формуле:</p>, <p>\[{\upsilon _{кв}} = \sqrt {\frac{{3RT}}{M}} \]</p>, <p>Из формулы видно, что чем выше температура, тем выше эта скорость. Тогда отношение скоростей \(\frac{\upsilon_{кв2}}{\upsilon_{кв1}}\) равно:</p>, <p>\[\frac{{{\upsilon _{кв2}}}}{{{\upsilon _{кв1}}}} = \sqrt {\frac{{3R{T_2} \cdot M}}{{M \cdot 3R{T_1}}}} \]</p>, <p>\[\frac{{{\upsilon _{кв2}}}}{{{\upsilon _{кв1}}}} = \sqrt {\frac{{{T_2}}}{{{T_1}}}} \]</p>, <p>В условии сказано, что температура повысилась в 2 раза (\(T_2=2T_1\)), поэтому:</p>, <p>\[\frac{{{\upsilon _{кв2}}}}{{{\upsilon _{кв1}}}} = \sqrt {\frac{{2{T_1}}}{{{T_1}}}}  = \sqrt 2  \approx 1,41\]</p>]
