;question;answer
130;[<p>Какая масса водорода находится в цилиндре под поршнем, если при изобарном нагревании от температуры 250 К до температуры 680 К газ произвёл работу 400 Дж?</p>, <p><em>Задача №5.4.19 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(p=const\), \(T_1=250\) К, \(T_2=680\) К, \(A=400\) Дж, \(m-?\)</p>, <p>При изобарном нагревании (\(p=const\)) объем газа увеличивается (можете убедиться в этом, записав закон Гей-Люссака). Работу газа \(A\) при изобарном расширении определяют по формуле:</p>, <p>\[A = p\left( {{V_2} – {V_1}} \right) = p{V_2} – p{V_1}\;\;\;\;(1)\]</p>, <p>Запишем уравнение Клапейрона-Менделеева для начального и конечного состояния газа:</p>, <p>\[\left\{ \begin{gathered}<br/> p{V_1} = \frac{m}{M}R{T_1} \hfill \\<br/> p{V_2} = \frac{m}{M}R{T_2} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Молярная масса водорода \(M\) равна 0,002 кг/моль (2 г/моль).</p>, <p>Принимая во внимание эти два уравнения, формула (1) примет вид:</p>, <p>\[A = \frac{m}{M}R{T_2} – \frac{m}{M}R{T_1}\]</p>, <p>\[A = \frac{m}{M}R\left( {{T_2} – {T_1}} \right)\]</p>, <p>Давайте выразим искомую массу газа \(m\) – это последнее, что осталось сделать в задаче:</p>, <p>\[m = \frac{{AM}}{{R\left( {{T_2} – {T_1}} \right)}}\]</p>, <p>Произведём вычисления:</p>, <p>\[m = \frac{{400 \cdot 0,002}}{{8,31 \cdot \left( {680 – 250} \right)}} = 0,000224\;кг = 224\;мг\]</p>]"
131;[<p>Один моль газа, имевший начальную температуру 300 К, изобарно расширился, совершив работу 1250 Дж. Во сколько раз при этом увеличился объем газа?</p>, <p><em>Задача №5.4.20 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\nu=1\) моль, \(T_1=300\) К, \(p=const\), \(A=1250\) Дж, \(\frac{V_2}{V_1}-?\)</p>, <p>Работу газа \(A\) при изобарном расширении можно определить по формуле:</p>, <p>\[A = p\left( {{V_2} – {V_1}} \right) = p{V_2} – p{V_1}\;\;\;\;(1)\]</p>, <p>Запишем уравнение Клапейрона-Менделеева для двух состояний газа – начального и конечного:</p>, <p>\[\left\{ \begin{gathered}<br/> p{V_1} = \nu R{T_1} \hfill \\<br/> p{V_2} = \nu R{T_2} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Тогда формулу (1) можно переписать в виде:</p>, <p>\[A = \nu R{T_2} – \nu R{T_1} = \nu R\left( {{T_2} – {T_1}} \right)\]</p>, <p>При изобарном расширении газа его температура увеличивается, то есть \({T_2} &gt; {T_1}\). Пусть \(\Delta T\) – это величина изменения абсолютной температуры газа, тогда:</p>, <p>\[A = \nu R\Delta T\]</p>, <p>Выразим это изменение температуры \(\Delta T\), оно нам понадобится далее:</p>, <p>\[\Delta T = \frac{A}{{\nu R}}\;\;\;\;(2)\]</p>, <p>Запишем закон Гей-Люссака, поскольку в задаче идёт речь об изобарном процессе (\(p=const\)):</p>, <p>\[\frac{{{V_1}}}{{{T_1}}} = \frac{{{V_2}}}{{{T_2}}}\]</p>, <p>Тогда искомое отношение объемов \(\frac{V_2}{V_1}\) равно:</p>, <p>\[\frac{{{V_2}}}{{{V_1}}} = \frac{{{T_2}}}{{{T_1}}}\]</p>, <p>Очевидно, что \({T_2} = {T_1} + \Delta T\), поэтому:</p>, <p>\[\frac{{{V_2}}}{{{V_1}}} = \frac{{{T_1} + \Delta T}}{{{T_1}}} = 1 + \frac{{\Delta T}}{{{T_1}}}\]</p>, <p>Подставим в последнюю формулу ранее полученное выражение (2):</p>, <p>\[\frac{{{V_2}}}{{{V_1}}} = 1 + \frac{A}{{\nu R{T_1}}}\]</p>, <p>Считаем ответ:</p>, <p>\[\frac{{{V_2}}}{{{V_1}}} = 1 + \frac{{1250}}{{1 \cdot 8,31 \cdot 300}} = 1,5\]</p>]"
132;[<p>Какую работу совершил водород массой 3 г при изобарном нагревании на 100 К?</p>, <p><em>Задача №5.4.21 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(m=3\) г, \(p=const\), \(\Delta T=100\) К, \(A-?\)</p>, <p>Если газ нагревать изобарно, то его объем будет увеличиваться – это можно доказать с помощью закона Гей-Люссака, но мы предлагаем читателю проделать это самостоятельно. Работу газа \(A\) при изобарном расширении можно найти по формуле:</p>, <p>\[A = p\left( {{V_2} – {V_1}} \right) = p{V_2} – p{V_1}\;\;\;\;(1)\]</p>, <p>Запишем уравнение Клапейрона-Менделеева для начального и конечного состояния газа:</p>, <p>\[\left\{ \begin{gathered}<br/> p{V_1} = \frac{m}{M}R{T_1} \hfill \\<br/> p{V_2} = \frac{m}{M}R{T_2} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Молярная масса водорода \(M\) равна 2 г/моль или 0,002 кг/моль.</p>, <p>Если учесть эти два уравнения, то формулу (1) можно записать в виде:</p>, <p>\[A = \frac{m}{M}R{T_2} – \frac{m}{M}R{T_1} = \frac{m}{M}R\left( {{T_2} – {T_1}} \right)\]</p>, <p>\[A = \frac{m}{M}R\Delta T\]</p>, <p>Переведём массу газа \(m\) в систему СИ:</p>, <p>\[3\;г = 0,003\;кг\]</p>, <p>Посчитаем ответ:</p>, <p>\[A = \frac{{0,003}}{{0,002}} \cdot 8,31 \cdot 100 = 1246,5\;Дж\]</p>]"
133;[<p>19 м<sup>3</sup> воздуха имеют температуру 50 °C. Какую работу совершит воздух, расширяясь изобарно при давлении 200 кПа, если его нагреть на 17 °C?</p>, <p><em>Задача №5.4.22 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(V_1=19\) м<sup>3</sup>, \(t_1=50^\circ\) C, \(p=const\), \(p=200\) кПа, \(\Delta t=17^\circ\) C, \(A-?\)</p>, <p>Работу газа \(A\) при изобарном расширении можно определить по формуле:</p>, <p>\[A = p\left( {{V_2} – {V_1}} \right)\;\;\;\;(1)\]</p>, <p>Запишем два раза уравнение Клапейрона-Менделеева – для начального и конечного состояния газа:</p>, <p>\[\left\{ \begin{gathered}<br/> p{V_1} = \nu R{T_1} \hfill \\<br/> p{V_2} = \nu R\left( {{T_1} + \Delta T} \right) \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Поделим нижнее уравнение системы на верхнее:</p>, <p>\[\frac{{{V_2}}}{{{V_1}}} = \frac{{{T_1} + \Delta T}}{{{T_1}}}\]</p>, <p>\[\frac{{{V_2}}}{{{V_1}}} = 1 + \frac{{\Delta T}}{{{T_1}}}\]</p>, <p>Откуда выразим конечный объем газа \(V_2\):</p>, <p>\[{V_2} = {V_1}\left( {1 + \frac{{\Delta T}}{{{T_1}}}} \right)\]</p>, <p>Подставим полученное выражение в формулу (1), тогда:</p>, <p>\[A = p\left( {{V_1}\left( {1 + \frac{{\Delta T}}{{{T_1}}}} \right) – {V_1}} \right) = p\left( {{V_1} + {V_1}\frac{{\Delta T}}{{{T_1}}} – {V_1}} \right)\]</p>, <p>В итоге получим такое решение задачи:</p>, <p>\[A = p{V_1}\frac{{\Delta T}}{{{T_1}}}\]</p>, <p>Переведём начальную температуру \(t_1\) из градусов Цельсия в Кельвины:</p>, <p>\[50^\circ\;C = 323\;К\]</p>, <p>Изменение температуры в разных шкалах равно одной и той же численной величине, поэтому её переводить не нужно.</p>, <p>Посчитаем ответ к задаче:</p>, <p>\[A = 200 \cdot {10^3} \cdot 19 \cdot \frac{{17}}{{323}} = 200000\;Дж = 0,2\;МДж\]</p>]"
134;"[<p>В координатах давление-объем график процесса в идеальном одноатомном газе имеет вид прямой, соединяющей точки (0,8 л; 100 кПа) и (1 л; 80 кПа). Определить изменение внутренней энергии газа в ходе процесса. Масса газа постоянна.</p>, <p><em>Задача №5.4.23 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>]";"[<p>\(V_1=0,8\) л, \(p_1=100\) кПа, \(V_2=1\) л, \(p_2=80\) кПа, \(m=const\), \(\Delta U-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-9.jpg""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-7819 size-medium"" height=""279"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-9-300x279.jpg"" srcset=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-9-300x279.jpg 300w, http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-9-150x140.jpg 150w, http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-9.jpg 743w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""279"" itemprop=""height""/></meta></span></a>Всем известно, что изменение внутренней энергии \(\Delta U\) одноатомного идеального газа можно определять по формуле:</p>, <p>\[\Delta U = \frac{3}{2}\frac{m}{M}R\left( {{T_2} – {T_1}} \right)\]</p>, <p>Перепишем формулу в таком эквивалентном виде:</p>, <p>\[\Delta U = \frac{3}{2}\left( {\frac{m}{M}R{T_2} – \frac{m}{M}R{T_1}} \right)\;\;\;\;(1)\]</p>, <p>Запишем уравнение Клапейрона-Менделеева для точек с объемами и давлениями, указанными в условии:</p>, <p>\[\left\{ \begin{gathered}<br/> {p_1}{V_1} = \frac{m}{M}R{T_1} \hfill \\<br/> {p_2}{V_2} = \frac{m}{M}R{T_2} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Тогда формула (1) примет вид:</p>, <p>\[\Delta U = \frac{3}{2}\left( {{p_2}{V_2} – {p_1}{V_1}} \right)\]</p>, <p>Задача решена в общем виде. Переведём объемы газа в систему СИ:</p>, <p>\[0,8\;л = 0,8 \cdot {10^{ – 3}}\;м^3\]</p>, <p>\[1\;л = 1 \cdot {10^{ – 3}}\;м^3\]</p>, <p>Произведём вычисления:</p>, <p>\[\Delta U = \frac{3}{2}\left( {80 \cdot {{10}^3} \cdot 1 \cdot {{10}^{ – 3}} – 100 \cdot {{10}^3} \cdot 0,8 \cdot {{10}^{ – 3}}} \right) = 0\;Дж\]</p>, <p>Так как мы получили нулевое изменение внутренней энергии, значит \({p_1}{V_1}={p_2}{V_2}\). По закону Бойля-Мариотта это значит, что эти указанные точки лежат на изотерме (штриховая толстая линия на схеме).</p>]"
135;[<p>Объем 120 г кислорода при изобарном нагревании увеличился в два раза. Определите работу при расширении. Начальная температура 292 К.</p>, <p><em>Задача №5.4.24 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(m=120\) г, \(p=const\), \(V_2=2V_1\), \(T_1=292\) К, \(A-?\)</p>, <p>Работу при изобарном расширении газа \(A\) определяют по формуле:</p>, <p>\[A = p\left( {{V_2} – {V_1}} \right)\]</p>, <p>По условию задачи объем кислорода увеличился в два раза, то есть \(V_2=2V_1\), поэтому:</p>, <p>\[A = p\left( {2{V_1} – {V_1}} \right) = p{V_1}\;\;\;\;(1)\]</p>, <p>Запишем уравнение Клапейрона-Менделеева для начального состояния газа:</p>, <p>\[p{V_1} = \frac{m}{M}R{T_1}\]</p>, <p>Молярная масса кислорода \(M\) (химическая формула O<sub>2</sub>) равна 0,032 кг/моль (32 г/моль).</p>, <p>С учетом этого уравнения формула (1) примет вид:</p>, <p>\[A = \frac{m}{M}R{T_1}\]</p>, <p>Мы решили задачу в общем виде. Переведём массу кислорода в систему СИ и посчитаем численный ответ:</p>, <p>\[120\;г = 0,12\;кг\]</p>, <p>\[A = \frac{{0,12}}{{0,032}} \cdot 8,31 \cdot 292 = 9099,45\;Дж\]</p>]"
136;[<p>В цилиндре под тяжелым поршнем находится 20 г углекислого газа. Газ нагревается изобарно от 20 °C до 108 °C. Какую работу он при этом совершает?</p>, <p><em>Задача №5.4.25 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(m=20\) г, \(p=const\), \(t_1=20^\circ\) C, \(t_2=108^\circ\) C, \(A-?\)</p>, <p>Автор задачи мог и не говорить, что будет происходить изобарный процесс, поскольку это понятно из контекста. Но нужно всегда быть готовым самостоятельно определять тип процесса в задачах.</p>, <p>При изобарном нагревании газа его объем увеличивается – об этом говорит закон Гей-Люссака (можете записать его и убедиться). Работу газа при изобарном увеличении объема \(A\) найдём по такой известной формуле:</p>, <p>\[A = p\left( {{V_2} – {V_1}} \right) = p{V_2} – p{V_1}\;\;\;\;(1)\]</p>, <p>Запишем уравнение Клапейрона-Менделеева для начального и конечного состояния углекислого газа:</p>, <p>\[\left\{ \begin{gathered}<br/> p{V_1} = \frac{m}{M}R{T_1} \hfill \\<br/> p{V_2} = \frac{m}{M}R{T_2} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Химическая формула углекислого газа – CO<sub>2</sub>, поэтому его молярная масса равна 44 г/моль или 0,044 кг/моль.</p>, <p>С учётом двух последних записанных уравнений формула (1) примет вид:</p>, <p>\[A = \frac{m}{M}R{T_2} – \frac{m}{M}R{T_1} = \frac{m}{M}R\left( {{T_2} – {T_1}} \right)\]</p>, <p>Переведём массу газа из грамм в килограммы, а температуры – из градусов Цельсия в Кельвины:</p>, <p>\[20\;г = 0,02\;кг\]</p>, <p>\[20^\circ\;C = 293\;К\]</p>, <p>\[108^\circ\;C = 381\;К\]</p>, <p>Посчитаем ответ:</p>, <p>\[A = \frac{{0,02}}{{0,044}} \cdot 8,31 \cdot \left( {381 – 293} \right) = 332,4\;Дж = 0,33\;кДж\]</p>]"
137;"[<p>На диаграмме T (температура) – V (объем) график процесса представляет собой прямую, соединяющую точки (300 К; 0,1 л), (600 К; 0,2 л). Определить работу одного моля идеального газа при расширении от 0,1 до 0,2 л.</p>, <p><em>Задача №5.4.26 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>]";"[<p>\(T_1=300\) К, \(V_1=0,1\) л, \(T_2=600\) К, \(V_2=0,2\) л, \(\nu=1\) моль, \(A-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-10.jpg""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-7836 size-medium"" height=""240"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-10-300x240.jpg"" srcset=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-10-300x240.jpg 300w, http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-10-150x120.jpg 150w, http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-10.jpg 854w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""240"" itemprop=""height""/></meta></span></a>Легко заметить, что отношение объема газа к температуре всегда остаётся постоянным:</p>, <p>\[\frac{{{V_1}}}{{{T_1}}} = \frac{{{V_2}}}{{{T_2}}}\]</p>, <p>Переведём объемы газа в систему СИ:</p>, <p>\[0,1\;л = 0,1 \cdot {10^{ – 3}}\;м^3\]</p>, <p>\[0,2\;л = 0,2 \cdot {10^{ – 3}}\;м^3\]</p>, <p>Тогда:</p>, <p>\[\frac{{0,1 \cdot {{10}^{ – 3}}}}{{300}} = \frac{{0,2 \cdot {{10}^{ – 3}}}}{{600}} = 3,33 \cdot {10^{ – 7}}\]</p>, <p>Указанное равенство является законом Гей-Люссака, значит процесс 1-2 является изобарным (\(p=const\)). Кстати, это также означает, что продолжение графика процесса 1-2 попадёт в начало координат (смотрите схему к решению).</p>, <p>Работу идеального газа при изобарном расширении \(A\) находят таким образом:</p>, <p>\[A = p\left( {{V_2} – {V_1}} \right) = p{V_2} – p{V_1}\;\;\;\;(1)\]</p>, <p>Запишем уравнение Клапейрона-Менделеева для состояния газа в точках 1 и 2:</p>, <p>\[\left\{ \begin{gathered}<br/> p{V_1} = \nu R{T_1} \hfill \\<br/> p{V_2} = \nu R{T_2} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Тогда формула (1) станет такой:</p>, <p>\[A = \nu R{T_2} – \nu R{T_1} = \nu R\left( {{T_2} – {T_1}} \right)\]</p>, <p>Задача решена в общем виде. Произведём расчёт численного ответа:</p>, <p>\[A = 1 \cdot 8,31 \cdot \left( {600 – 300} \right) = 2493\;Дж = 2,49\;кДж\]</p>]"
138;"[<p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-usloviyu-zadachi-3.jpg""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к условию задачи"" class=""alignright wp-image-7842 size-thumbnail"" height=""110"" itemprop=""url image"" sizes=""(max-width: 150px) 100vw, 150px"" src=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-usloviyu-zadachi-3-150x110.jpg"" srcset=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-usloviyu-zadachi-3-150x110.jpg 150w, http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-usloviyu-zadachi-3-300x219.jpg 300w, http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-usloviyu-zadachi-3.jpg 912w"" width=""150""/><meta content=""150"" itemprop=""width""><meta content=""110"" itemprop=""height""/></meta></span></a>Над идеальным газом проводят два замкнутых процесса. Какое соотношение между работами газа в этих процессах верное? (Схема, приведённая к условию задачи, показана справа).</p>, <p><em>Задача №5.4.27 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>]";"[<p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-11.jpg""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-7845 size-medium"" height=""218"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-11-300x218.jpg"" srcset=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-11-300x218.jpg 300w, http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-11-150x109.jpg 150w, http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-11.jpg 915w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""218"" itemprop=""height""/></meta></span></a>Найти соотношение между работами – это значит определить, какая работа больше, а какая – меньше.</p>, <p>Чтобы узнать, в каком из циклов газ совершает большую работу, нужно перестроить эти циклы в координатах p-V. Для этого нужно разобраться с каждым процессом.</p>, <p>Процесс 1-2 – изохорный (\(V=const\)), поскольку в координатах p-T он представляет собой прямую, продолжение которой проходит через начало координат. Поэтому \({V_1}={V_2}\). На графике видно, что \({p_2}&gt;{p_1}\). Аналогично процесс 4-3 является изохорным, при этом \({p_4}&gt;{p_3}\) и \({V_4}={V_3}\).</p>, <p>Процесс 3-1 – изобарный (\(p=const\)), так же как и процесс 2-4 (а это значит, что \({p_1}={p_3}\) и \({p_2}={p_4}\)). Так как \({T_3}&gt;{T_1}\) и \({T_4}&gt;{T_2}\), то по закону Гей-Люссака \({V_3}&gt;{V_1}\) и \({V_4}&gt;{V_2}\).</p>, <p>И, наконец, процесс 2-3 – изотермический (\(T=const\)), поэтому \(T_2=T_3\), то есть точки 2 и 3 на графике p-V будут лежать на изотерме (гиперболе).</p>, <p>Работа цикла равна численно площади этого цикла в координатах p-V (на схеме к решению заштрихованы – у каждого цикла в разную сторону). Если цикл обходится по часовой стрелке (а у наших двух циклов это так и происходит), то работа газа положительна, в противном случае – отрицательна.</p>, <p>По полученному графику p-V видно, что работа цикла \(A_{123}\) меньше, чем работа цикла \(A_{243}\), так как площадь, ограниченная последним циклом, больше. Поэтому:</p>, <p>\[{A_{243}} &gt; {A_{123}}\]</p>, <p>Если Вы не поняли решение и у Вас есть какой-то вопрос или Вы нашли ошибку, то смело оставляйте ниже комментарий.</p>]"
139;[<p>Некоторая масса газа, занимающего объем 0,01 м<sup>3</sup>, находится при давлении 0,1 МПа и температуре 300 К. Газ нагревается вначале при постоянном объеме до 320 К, а затем при постоянном давлении до 350 К. Найти работу, совершаемую газом при переходе из начального состояния в конечное.</p>, <p><em>Задача №5.4.28 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(V_1=0,01\) м<sup>3</sup>, \(p_1=0,1\) МПа, \(T_1=300\) К, \(T_2=320\) К, \(T_3=350\) К, \(A-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-12.jpg""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-7853 size-medium"" height=""279"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-12-300x279.jpg"" srcset=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-12-300x279.jpg 300w, http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-12-150x140.jpg 150w, http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-12.jpg 743w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""279"" itemprop=""height""/></meta></span></a>Изобразим происходящие над газом процессы в координатах p-V (смотрите схему).</p>, <p>Суммарная работа газа \(A\) равна сумме работ газа в процессах 1-2 и 2-3:</p>, <p>\[A = {A_{12}} + {A_{23}}\]</p>, <p>Как сказано в условии, первый процесс 1-2 является изохорным (\(V=const\)), работа газа при изохорном процессе \(A_{12}\) равна нулю, так как объем газа не изменяется.</p>, <p>\[{A_{12}} = 0\]</p>, <p>Поэтому суммарная работа газа \(A\) равна работе газа в процессе 2-3:</p>, <p>\[A = {A_{23}}\;\;\;\;(1)\]</p>, <p>Процесс 2-3 – изобарный (\(p=const\)), при этом температура газа увеличивается, а значит по закону Гей-Люссака растёт и объём газа. Работу газа при изобарном расширении \(A_{23}\) найдём по известной формуле:</p>, <p>\[{A_{23}} = {p_2}\left( {{V_3} – {V_1}} \right) = {p_2}{V_3} – {p_2}{V_1}\;\;\;\;(2)\]</p>, <p>Численно эта работа равна площади фигуры под графиком процесса 1-2 (на схеме к решению – заштриховано).</p>, <p>Запишем уравнение Клапейрона-Менделеева для состояния газа в точках 1, 2 и 3:</p>, <p>\[\left\{ \begin{gathered}<br/> {p_1}{V_1} = \nu R{T_1} \;\;\;\;(3)\hfill \\<br/> {p_2}{V_1} = \nu R{T_2} \;\;\;\;(4)\hfill \\<br/> {p_2}{V_3} = \nu R{T_3} \;\;\;\;(5)\hfill \\<br/> \end{gathered} \right.\]</p>, <p>Учитывая уравнения (4) и (5), формула (2) примет вид:</p>, <p>\[{A_{23}} = \nu R{T_3} – \nu R{T_2} = \nu R\left( {{T_3} – {T_2}} \right)\;\;\;\;(6)\]</p>, <p>Из уравнения (3) выразим количество вещества \(\nu\):</p>, <p>\[\nu = \frac{{{p_1}{V_1}}}{{R{T_1}}}\]</p>, <p>Полученное выражение подставим в формулу (6), тогда:</p>, <p>\[{A_{23}} = \frac{{{p_1}{V_1}}}{{R{T_1}}}R\left( {{T_3} – {T_2}} \right)\]</p>, <p>\[{A_{23}} = \frac{{{p_1}{V_1}}}{{{T_1}}}\left( {{T_3} – {T_2}} \right)\]</p>, <p>С учётом равенства (1) имеем:</p>, <p>\[A = \frac{{{p_1}{V_1}}}{{{T_1}}}\left( {{T_3} – {T_2}} \right)\]</p>, <p>Подставим все значения величин в формулу и посчитаем численный ответ задачи:</p>, <p>\[A = \frac{{0,1 \cdot {{10}^6} \cdot 0,01}}{{300}} \cdot \left( {350 – 320} \right) = 100\;Дж = 0,1\;кДж\]</p>]"
140;[<p>Кислород массой 0,3 кг при температуре 320 К охладили изохорно так, что его давление уменьшилось в 3 раза. Затем газ изобарно расширили до первоначальной температуры. Какую работу совершил газ?</p>, <p><em>Задача №5.4.29 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(m=0,3\) кг, \(T_1=320\) К, \(V=const\), \(p_1=3p_2\), \(p=const\), \(T_3=T_1\), \(A-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-13.jpg""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-7860 size-medium"" height=""279"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-13-300x279.jpg"" srcset=""http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-13-300x279.jpg 300w, http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-13-150x140.jpg 150w, http://easyfizika.ru/wp-content/uploads/2017/06/Shema-k-resheniyu-zadachi-13.jpg 743w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""279"" itemprop=""height""/></meta></span></a>Так как работа газа при изохорном процессе равна нулю, то искомая работа \(A\) равна работе газа при изобарном расширении (при изобарном нагревании объем газа увеличивается согласно закону Гей-Люссака). Её можно определить по формуле:</p>, <p>\[A = {p_2}\left( {{V_3} – {V_1}} \right) = {p_2}{V_3} – {p_2}{V_1}\;\;\;\;(1)\]</p>, <p>К сведению, работа газа равна площади фигуре под графиком процесса (на схеме – заштриховано). Запишем уравнение Клапейрона-Менделеева для состояния газа в точках 2 и 3:</p>, <p>\[\left\{ \begin{gathered}<br/> {p_2}{V_1} = \frac{m}{M}R{T_2} \hfill \\<br/> {p_2}{V_3} = \frac{m}{M}R{T_3} \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Молярная масса кислорода (химическая формула O<sub>2</sub>) равна 0,032 кг/моль.</p>, <p>Тогда формула (1) с учетом двух этих уравнений станет такой:</p>, <p>\[A = \frac{m}{M}R{T_3} – \frac{m}{M}R{T_2} = \frac{m}{M}R\left( {{T_3} – {T_2}} \right)\;\;\;\;(2)\]</p>, <p>Процесс 1-2 – изохорный (\(V=const\)), запишем для этого процесса закон Шарля:</p>, <p>\[\frac{{{p_1}}}{{{T_1}}} = \frac{{{p_2}}}{{{T_2}}}\]</p>, <p>Откуда:</p>, <p>\[{T_2} = {T_1}\frac{{{p_2}}}{{{p_1}}}\]</p>, <p>По условию давление кислорода уменьшилось в 3 раза, то есть \(p_1=3p_2\), поэтому:</p>, <p>\[{T_2} = {T_1}\frac{{{p_2}}}{{3{p_2}}} = \frac{{{T_1}}}{3}\;\;\;\;(3)\]</p>, <p>Также по условию \(T_3=T_1\), поэтому с учётом выражения (3) формула (2) примет вид:</p>, <p>\[A = \frac{m}{M}R\left( {{T_1} – \frac{{{T_1}}}{3}} \right) = \frac{{2m}}{{3M}}R{T_1}\]</p>, <p>Произведём вычисления:</p>, <p>\[A = \frac{{2 \cdot 0,3}}{{3 \cdot 0,032}} \cdot 8,31 \cdot 320 = 16620\;Дж\]</p>]"
