;question;answer
135;[<p>Камень брошен горизонтально со скоростью 5 м/с. Через 0,8 с он упал на землю. С какой высоты был брошен камень?</p>, <p><em>Задача №1.5.1 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon_0=5\) м/с, \(t=0,8\) с, \(h-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-24.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-899 size-medium"" height=""163"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-24-300x163.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-24-300x163.png 300w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-24-150x81.png 150w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-24-1024x555.png 1024w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-24.png 1098w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""163"" itemprop=""height""/></meta></span></a>Для решения практически любой задачи по физике необходимо нарисовать к ней рисунок, что мы и сделали. На нем мы изобразили систему координат с началом в точке бросания камня, при этом ось \(y\) мы направили к земле, что вы и видите на изображении. Также здесь показана траектория движения камня, которая представляется собой параболу, как и всегда при движении тела в поле тяжести без сопротивления воздуха.</p>, <p>Запишем теперь уравнения движения тела в проекции на каждую ось.</p>, <p>\[\left\{ \begin{gathered}<br/> ox:x = {\upsilon _0}t\,\,\,\,\,(1) \hfill \\<br/> oy:y = \frac{{g{t^2}}}{2}\,\,\,(2) \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Так как мы знаем, сколько времени камень летел до земли, задача решается очень тривиально. Согласно выражению (2) высота, с которой бросили камень, определяется по формуле:</p>, <p>\[h = \frac{{g{t^2}}}{2}\]</p>, <p>Сосчитаем искомую высоту численно:</p>, <p>\[h = \frac{{10 \cdot {{0,8}^2}}}{2} = 3,2\; м \]</p>, <p>Вот мы и получили ответ. Интересно, что в ходе решения не использовалась начальная скорость камня, но это вполне объяснимо тем, что расстояние, которое пройдет камень по оси \(y\) не определяется начальной горизонтальной скоростью \(\upsilon_0\).</p>]"
136;[<p>Камень брошен с некоторой высоты в горизонтальном направлении и упал на Землю через 3 с под углом 60° к вертикали. Определить начальную скорость камня.</p>, <p><em>Задача №1.5.2 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(t=3\) с, \(\alpha=60^\circ\), \(\upsilon_0-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-25.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-910 size-medium"" height=""223"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-25-300x223.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-25-300x223.png 300w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-25-150x112.png 150w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-25.png 877w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""223"" itemprop=""height""/></meta></span></a>Давайте в начале поясним, что означает предложение “камень упал под таким-то углом к вертикали”, ведь вроде камень – это материальная точка, и если это так, то как можно связать точку с углом. На самом деле данный угол 60° – это угол между вектором скорости камня за мгновение до удара о землю и вертикалью. Напомним, что вектор скорости лежит на касательной к траектории в точке соприкосновения с землей. Все эти факты отлично проиллюстрированы на рисунке справа.</p>, <p>Запишем уравнения скорости в проекциях на оси \(x\) и \(y\).</p>, <p>\[\left\{ \begin{gathered}<br/> ox:{\upsilon _x} = {\upsilon _0}\,\,\,(1) \hfill \\<br/> oy:{\upsilon _y} = gt\,\,\,(2) \hfill \\<br/> \end{gathered} \right.\]</p>, <p>В точке удара камня о землю мы разложили его скорость на составляющие \(\upsilon_x\) и \(\upsilon_y\). Значит угол \(\alpha\) это еще и угол между вертикальной составляющей скорости и ее полной величиной.</p>, <p>Выразим тангенс этого угла:</p>, <p>\[{\text{tg}}\alpha  = \frac{{{\upsilon _x}}}{{{\upsilon _y}}}\]</p>, <p>Учитывая выражения (1) и (2) также справедливо:</p>, <p>\[{\text{tg}}\alpha  = \frac{{{\upsilon _0}}}{{gt}}\]</p>, <p>В итоге искомое \(\upsilon_o\) можно найти из формулы:</p>, <p>\[{\upsilon _0} = gt \cdot {\text{tg}}\alpha \]</p>, <p>Подставим исходные данные численно и сосчитаем ответ:</p>, <p>\[{\upsilon _0} = 10 \cdot 3 \cdot {\text{tg60}}^\circ  = 51,96 \; м/с = 187\; км/ч \]</p>]"
137;[<p>В горизонтальном направлении со скоростью 10 м/с брошено тело, которое падает на землю через 3 с. Найдите тангенс угла, который составит вектор скорости тела с горизонтом при падении.</p>, <p><em>Задача №1.5.3 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon_0=10\) м/с, \(t=3\) с, \(tg \alpha-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-26.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-915 size-medium"" height=""223"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-26-300x223.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-26-300x223.png 300w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-26-150x112.png 150w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-26.png 877w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""223"" itemprop=""height""/></meta></span></a>Если разложить вектор скорости тела при падении на горизонтальную \(\upsilon_x\) и вертикальную \(\upsilon_y\) составляющие, то вопрос задачи можно переформулировать иначе, а именно так, что нам нужно найти тангенс угла между \(\upsilon_x\) и \(\upsilon\) (смотри рисунок). Для этого никуда не деться от того, что записать уравнения скорости в проекциях на введенные нами оси \(x\) и \(y\).</p>, <p>\[\left\{ \begin{gathered}<br/> ox:{\upsilon _x} = {\upsilon _0}\,\,\,(1) \hfill \\<br/> oy:{\upsilon _y} = gt\,\,\,(2) \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Искомый тангенс согласно рисунку равен следующему отношению:</p>, <p>\[{\text{tg}}\alpha  = \frac{{{\upsilon _y}}}{{{\upsilon _x}}}\]</p>, <p>Иcпользуя формулы (1) и (2), окончательно формула для нахождения тангенса будет равна:</p>, <p>\[{\text{tg}}\alpha  = \frac{{gt}}{{{\upsilon _0}}}\]</p>, <p>Осталось подставить численно исходные данные в формулу и сосчитать ответ:</p>, <p>\[{\text{tg}}\alpha  = \frac{{10 \cdot 3}}{{10}} = 3\]</p>]"
138;[<p>Дальность полета тела, брошенного горизонтально со скоростью 4,9 м/с, равна высоте, с которой его бросили. Чему равна эта высота?</p>, <p><em>Задача №1.5.4 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon_0=4,9\) м/с, \(L=H\), \(H-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-27.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-921 size-medium"" height=""205"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-27-300x205.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-27-300x205.png 300w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-27-150x102.png 150w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-27-1024x699.png 1024w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-27.png 1044w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""205"" itemprop=""height""/></meta></span></a>Сделав простой рисунок, запишем уравнения движения тела в проекциях на оси \(x\) и \(y\).</p>, <p>\[\left\{ \begin{gathered}<br/> ox:x = {\upsilon _0}t\,\,\,\,\,\, \hfill \\<br/> oy:y = \frac{{g{t^2}}}{2}\,\,\, \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Естественно, если принять \(t\) за время полета тела, то справедливо:</p>, <p>\[\left\{ \begin{gathered}<br/> L = {\upsilon _0}t\,\,\,\,\,\,(1) \hfill \\<br/> H = \frac{{g{t^2}}}{2}\,\,\,(2) \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Здесь \(L\) – дальность полета тела по горизонтали, \(H\) – высота, с которой оно упало.</p>, <p>Так как по условию задачи дальность полета тела равна высоте \(L=H\), с которой его сбросили, то приравняем формулы (1) и (2) для того, чтобы найти время \(t\).</p>, <p>\[L = H \Rightarrow {\upsilon _0}t = \frac{{g{t^2}}}{2} \Rightarrow t = \frac{{2{\upsilon _0}}}{g}\]</p>, <p>Подставим в формулу (2) найденное выражение:</p>, <p>\[H = \frac{g}{2}{\left( {\frac{{2{\upsilon _0}}}{g}} \right)^2} = \frac{{2\upsilon _0^2}}{g}\]</p>, <p>Сосчитаем ответ, подставив данные нам численные данные:</p>, <p>\[H = \frac{{2 \cdot {{4,9}^2}}}{{9,8}} = 4,9\; м \]</p>]"
139;[<p>Два тела брошены с высоты 100 м, первое – с горизонтальной скоростью 5 м/с, второе – без начальной скорости. На каком расстоянии друг от друга они упадут на землю?</p>, <p><em>Задача №1.5.5 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(H=100\) м, \(\upsilon_0=5\) м/с, \(S-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-28.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-927 size-medium"" height=""205"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-28-300x205.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-28-300x205.png 300w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-28-150x102.png 150w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-28-1024x699.png 1024w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-28.png 1044w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""205"" itemprop=""height""/></meta></span></a>Вы должны понимать, что второе тело, поскольку оно брошено без начальной скорости, упадет прямо над точкой броска. Поэтому не понятно, зачем это второе тело вообще вводили в этой задачу, поскольку можно было спросить, например, сколько первое тело пролетит по горизонтали или просто дальность полета. Но оставим эти вопросы и примемся решать задачу. Для этого запишем уравнения движения первого тела в проекциях на оси \(x\) и \(y\).</p>, <p>\[\left\{ \begin{gathered}<br/> ox:x = {\upsilon _0}t\,\,\,\,\,\,(1) \hfill \\<br/> oy:y = \frac{{g{t^2}}}{2}\,\,\,(2) \hfill \\<br/> \end{gathered} \right.\]</p>, <p>В условии дана высота, с которого бросали тело, поэтому используя выражение (2) найдем время полета \(t\):</p>, <p>\[H = \frac{{g{t^2}}}{2} \Rightarrow t = \sqrt {\frac{{2H}}{g}} \]</p>, <p>А используя выражение (1) и полученную формулу для времени полета найдем искомую \(S\).</p>, <p>\[S = {\upsilon _0}t\]</p>, <p>\[S = {\upsilon _0}\sqrt {\frac{{2H}}{g}} \]</p>, <p>Осталось только посчитать численный ответ, что не должно составить большего труда.</p>, <p>\[S = 5\sqrt {\frac{{2 \cdot 100}}{{10}}}  = 22,36 \; м \approx 22\; м \]</p>]"
140;[<p>Камень, брошенный горизонтально с вышки, через 3 с упал на землю на расстоянии 60 м от ее основания. Чему равна скорость камня в момент приземления?</p>, <p><em>Задача №1.5.6 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(t=3\) с, \(S=60\) м, \(\upsilon-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-29.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-937 size-medium"" height=""242"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-29-300x242.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-29-300x242.png 300w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-29-150x121.png 150w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-29.png 877w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""242"" itemprop=""height""/></meta></span></a>Начнем решать задачу с конца. Для того, чтобы определить конечную скорость \(\upsilon\),  спроецируем ее на оси \(x\) и \(y\), тем самым разложив ее на составляющие \(\upsilon_x\) и \(\upsilon_y\) (смотрите рисунок к задаче). Тогда искомую скорость можно найти из теоремы Пифагора:</p>, <p>\[\upsilon  = \sqrt {\upsilon _x^2 + \upsilon _y^2}\,\,\,(1) \]</p>, <p>Теперь запишем уравнение скорости в проекциях на оси координат:</p>, <p>\[\left\{ \begin{gathered}<br/> ox:{\upsilon _x} = {\upsilon _0}\,\,\,(2) \hfill \\<br/> oy:{\upsilon _y} = gt\,\,\,(3) \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Заметим, что горизонтальная составляющая скорости \(\upsilon_x\) не изменяется в процессе полета по величине, поскольку в направлении оси \(x\) не действует никаких сил, в отличии от вертикальной составляющей \(\upsilon_y\).</p>, <p>Подставим выражения (2) и (3) в (1):</p>, <p>\[\upsilon  = \sqrt {\upsilon _0^2 + {g^2}{t^2}}\,\,\,(4) \]</p>, <p>Значит нам осталось найти только начальную скорость броска \(\upsilon_0\), для чего запишем уравнения движения.</p>, <p>\[\left\{ \begin{gathered}<br/> ox:x = {\upsilon _0}t\,\,\,\,\,\,(5) \hfill \\<br/> oy:y = \frac{{g{t^2}}}{2}\,\,\,(6) \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Так как нам известно на какое расстояние улетел камень, то используя формулу (5) имеем право записать:</p>, <p>\[S = {\upsilon _0}t \Rightarrow {\upsilon _0} = \frac{S}{t}\]</p>, <p>Полученное подставим в формулу (4), тем самым получив окончательную формулу для вычисления ответа.</p>, <p>\[\upsilon  = \sqrt {\frac{{{S^2}}}{{{t^2}}} + {g^2}{t^2}} \]</p>, <p>\[\upsilon  = \sqrt {\frac{{{{60}^2}}}{{{3^2}}} + {{10}^2}{3^2}}  = 36,06\; м/с \approx 130\; км/ч \]</p>]"
141;[<p>Камень, брошенный горизонтально с обрыва высотой 10 м, упал на расстоянии 14 м от точки бросания. Определить начальную скорость.</p>, <p><em>Задача №1.5.7 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(H=10\) м, \(S=14\) м, \(\upsilon_0-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-30.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-944 size-medium"" height=""202"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-30-300x202.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-30-300x202.png 300w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-30-150x101.png 150w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-30-1024x689.png 1024w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-30.png 1050w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""202"" itemprop=""height""/></meta></span></a>Изобразим на рисунке точку бросания камня, проведем из нее горизонтальную ось \(x\) и вертикальную ось \(y\), направленную к земле. Покажем параболическую траекторию полета и расстояния \(H\) и \(S\), пройденные телом по вертикали и горизонтали соответственно.</p>, <p>Запишем уравнения движения камня в проекциях на ось \(x\) и \(y\).</p>, <p>\[\left\{ \begin{gathered}<br/> ox:x = {\upsilon _0}t\,\,\,\,\,\,(1) \hfill \\<br/> oy:y = \frac{{g{t^2}}}{2}\,\,\,(2) \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Если принять за \(t\) – полное время падения, то справедливо:</p>, <p>\[\left\{ \begin{gathered}<br/> S = {\upsilon _0}t\,\,\,\,\,\,(3) \hfill \\<br/> H = \frac{{g{t^2}}}{2}\,\,\,(4) \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Выразим из формулы (3) искомую начальную скорость \(\upsilon_0\), а из формулы (4) найдем полное время падения \(t\).</p>, <p>\[S = {\upsilon _0}t \Rightarrow {\upsilon _0} = \frac{S}{t}\,\,\,(5) \]</p>, <p>\[H = \frac{{g{t^2}}}{2} \Rightarrow t = \sqrt {\frac{{2H}}{g}}\,\,\,(6) \]</p>, <p>Подставив (6) в (5), в итоге получим окончательную формулу для расчета ответа.</p>, <p>\[{\upsilon _0} = S\sqrt {\frac{g}{{2H}}} \]</p>, <p>\[{\upsilon _0} = 14\sqrt {\frac{{10}}{{2 \cdot 10}}}  = 9,9 \; м/с \approx 36\; км/ч \]</p>]"
142;[<p>Понижение траектории снаряда, выпущенного из горизонтально расположенного ствола, составляет 0,1 м на расстоянии в 100 м. Определить начальную скорость снаряда.</p>, <p><em>Задача №1.5.8 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\Delta h=0,1\) м, \(\Delta S=100\) м, \(\upsilon_0-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-31.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-953 size-medium"" height=""174"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-31-300x174.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-31-300x174.png 300w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-31-150x87.png 150w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-31-1024x595.png 1024w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-31.png 1030w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""174"" itemprop=""height""/></meta></span></a>Было бы очень хорошо, если бы человек, решающий задачу, задался вопросом: “Почему происходит понижение траектории снаряда, выпущенного горизонтально?”. А происходит оно из-за того, что на тело в вертикальном направлении действует сила тяжести. Но более интересным был бы вопрос: “А какое будет понижение траектории на следующих 100 м?”. Ответ: большим, чем на первых 100 м, т.е. больше 0,1 м. Такие вопросы всегда следует задавать себе человеку, который хочет изучить физику, хотя бы ее школьный курс.</p>, <p>Вернемся к решению задачи. Запишем уравнения движения, спроецированные на введенные оси:</p>, <p>\[\left\{ \begin{gathered}<br/> ox:x = {\upsilon _0}t\,\,\,\,\,\,(1) \hfill \\<br/> oy:y = \frac{{g{t^2}}}{2}\,\,\,(2) \hfill \\<br/> \end{gathered} \right.\]</p>, <p>За время \(\Delta t\) тело пройдет по горизонтали \(\Delta S=100\) м, а по вертикали – \(\Delta h=0,1\) м, поэтому верно записать, что:</p>, <p>\[\left\{ \begin{gathered}<br/> \Delta S = {\upsilon _0}t\,\,\,\,\,\,(3) \hfill \\<br/> \Delta h = \frac{{g{t^2}}}{2}\,\,\,\,(4) \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Из выражения (4) мы найдем время \(\Delta t\).</p>, <p>\[t = \sqrt {\frac{{2\Delta h}}{g}} \]</p>, <p>Выразим из формулы (3) искомую начальную горизонтальную скорость \(\upsilon_0\) и подставим в полученную формулу полученное выражение для времени.</p>, <p>\[\Delta S = {\upsilon _0}t \Rightarrow {\upsilon _0} = \frac{\Delta S}{t}\]</p>, <p>\[{\upsilon _0} = \Delta S\sqrt {\frac{g}{{2\Delta h}}} \]</p>, <p>\[{\upsilon _0} = 100\sqrt {\frac{{10}}{{2 \cdot 0,1}}}  = 707\; м/с \]</p>]"
143;[<p>Тело брошено с высоты 2 м горизонтально так, что к поверхности земли оно подлетает под углом 45° к горизонту. Какое расстояние по горизонтали пролетит тело?</p>, <p><em>Задача №1.5.9 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(H=2\) м, \(\alpha=45^\circ\), \(S-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-32.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-967 size-medium"" height=""223"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-32-300x223.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-32-300x223.png 300w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-32-150x112.png 150w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-32.png 877w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""223"" itemprop=""height""/></meta></span></a>Скорость тела при падении всегда можно разложить на составляющие. Если тело подлетает под углом 45° к горизонту, значит вертикальная и горизонтальная составляющие этой скорости равны между собой, т.к. в прямоугольном треугольнике с углом 45° катеты равны между собой. Это можно было доказать и другим путем, например, расписав тангенс данного угла.</p>, <p>\[{\text{tg}}\,\alpha  = \frac{{{\upsilon _y}}}{{{\upsilon _x}}}\]</p>, <p>\[{\text{tg}}\,45^\circ  = 1 \Rightarrow {\upsilon _y} = {\upsilon _x}\,\,\,(1)\]</p>, <p>Запишем уравнения скорости, спроецированные на оси координат.</p>, <p>\[\left\{ \begin{gathered}<br/> ox:{\upsilon _x} = {\upsilon _0}\,\,\,(2) \hfill \\<br/> oy:{\upsilon _y} = gt\,\,\,(3) \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Исходя из (1) следует, что:</p>, <p>\[{\upsilon _0} = gt\]</p>, <p>Также нам необходимы уравнения движения по осям координат:</p>, <p>\[\left\{ \begin{gathered}<br/> ox:x = {\upsilon _0}t\,\,\,\,\,\,(4) \hfill \\<br/> oy:y = \frac{{g{t^2}}}{2}\,\,\,(5) \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Если в этих уравнениях  \(t\) – это продолжительность падения тела, то верно, что:</p>, <p>\[\left\{ \begin{gathered}<br/> S = {\upsilon _0}t\,\,\,\,\,\,(6) \hfill \\<br/> H = \frac{{g{t^2}}}{2}\,\,\,(7) \hfill \\<br/> \end{gathered} \right.\]</p>, <p> </p>, <p>Используя формулу (6) и зная, что \({\upsilon _0} = gt\) и \(H = \frac{{g{t^2}}}{2}\), следует:</p>, <p>\[S = {\upsilon _0}t = g{t^2} = 2H\]</p>, <p>\[S = 2 \cdot 2 = 4\; м \]</p>]"
144;[<p>Спортсменка, стоящая на вышке, бросает мяч с горизонтальной скоростью 15 м/с. Бросая мяч, она теряет равновесие и падает с вышки, достигая воды через 1 с. С какой скоростью мяч упадет в воду?</p>, <p><em>Задача №1.5.10 из «Сборника задач для подготовки к вступительным экзаменам по физике УГНТУ»</em></p>];"[<p>\(\upsilon_0=15\) м/с, \(t=1\) с, \(\upsilon-?\)</p>, <p><a class=""fancybox"" href=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-33.png""><span itemprop=""image"" itemscope="""" itemtype=""https://schema.org/ImageObject""><img alt=""Схема к решению задачи"" class=""alignright wp-image-980 size-medium"" height=""223"" itemprop=""url image"" sizes=""(max-width: 300px) 100vw, 300px"" src=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-33-300x223.png"" srcset=""http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-33-300x223.png 300w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-33-150x112.png 150w, http://easyfizika.ru/wp-content/uploads/2016/07/Shema-k-resheniyu-zadachi-33.png 877w"" width=""300""/><meta content=""300"" itemprop=""width""><meta content=""223"" itemprop=""height""/></meta></span></a></p>, <p>Очевидно, что и мяч, и спортсменка достигнут поверхности воды за одинаковое время, поскольку оно зависит только от высоты падения, а она одинакова. <strong>Неверно думать, что чем больше масса, тем быстрее тело упадет! </strong>Это было доказано еще Галилео Галилеем, который бросал шары разной массы с той самой наклоненной Пизанской башни.</p>, <p>Разложим скорость мяча, с которой он упадет в воду, на вертикальную \(\upsilon_y\) и горизонтальную \(\upsilon_x\) составляющие. Тогда саму конечную скорость можно найти из теоремы Пифагора:</p>, <p>\[\upsilon  = \sqrt {\upsilon _x^2 + \upsilon _y^2}\,\,\,(1) \]</p>, <p>Запишем уравнения скорости, спроецированные на оси координат:</p>, <p>\[\left\{ \begin{gathered}<br/> ox:{\upsilon _x} = {\upsilon _0}\,\,\,(2) \hfill \\<br/> oy:{\upsilon _y} = gt\,\,\,(3) \hfill \\<br/> \end{gathered} \right.\]</p>, <p>Подставим выражения (2) и (3) в (1), тогда получим формулу для вычисления ответа:</p>, <p>\[\upsilon  = \sqrt {\upsilon _0^2 + {g^2}{t^2}} \]</p>, <p>\[\upsilon  = \sqrt {{{15}^2} + {{10}^2}{1^2}}  = 18,03\; м/с \approx 65\; км/ч \]</p>]"
